id,lead_key,phone,business_name,state,suburb,address,sector_level_1,sector_level_2,sector_level_3,phone_masked,phone_from_leadkey,phone_type,phone_match_score,phone_frequency,phone_quality,reachability_score,kpay_relevant,has_address,has_sector,name_suburb_dup,state_clean,reach_address,reachability,sector_score,geo_score,data_completeness,kmf_score,tier,sector_level_1_clean
2313369,L_61292413979,61292413979,Cq Cafe,NSW,sydney,1 Macquarie Pl Sydney NSW 2000,F&B,Dine-in Restaurant,Cafe,False,61292413979,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,5,10,85.0,Tier 1,F&B
2313364,L_61292411724,61292411724,Tour Talk International Pty Ltd,NSW,sydney,Gateway Building Sydney  NSW  2000,F&B,Dine-in Restaurant,Restaurant,False,61292411724,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,5,10,85.0,Tier 1,F&B
2274162,L_61280651623,+61 2 8065 1623,Closer Communications,NSW,alexandria,"35/34-36 Ralph St, Alexandria NSW 2015, Australia",Others,Government / Utility Services,Public relations firm,False,61280651623,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,1,10,81.0,Tier 1,F&B
2313361,L_61292408136,61292408136,Menu Log,NSW,sydney,"Suite 1, Level 5 3 Spring St Sydney NSW 2000",F&B,Dine-in Restaurant,Restaurants,False,61292408136,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,5,10,85.0,Tier 1,F&B
2313382,L_61292471417,61292471417,Maxwell'S Takeaway & Catering Services,NSW,sydney,7 Spring St Sydney NSW 2000,F&B,Dine-in Restaurant,Cafe,False,61292471417,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,5,10,85.0,Tier 1,F&B
2313398,L_61292514117,61292514117,Blend On George,NSW,sydney,210 George St Sydney NSW 2000,F&B,Dine-in Restaurant,Restaurants,False,61292514117,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,5,10,85.0,Tier 1,F&B
2313388,L_61292474810,61292474810,Tongs Malay Chinese Take Away,NSW,sydney,17-19 Bridge Street Sydney  NSW  2000,F&B,Dine-in Restaurant,Restaurant,False,61292474810,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,5,10,85.0,Tier 1,F&B
2313381,L_61292471068,61292471068,Appetito Pizza Pasta & Bar,NSW,sydney,135 George St Sydney NSW 2000,F&B,Dine-in Restaurant,Restaurants,False,61292471068,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,5,10,85.0,Tier 1,F&B
2313395,L_61292511238,61292511238,O'Hiro Restaurant,NSW,the rocks,115 Harrington Street The Rocks  NSW  2000,F&B,Dine-in Restaurant,Restaurant,False,61292511238,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,1,10,81.0,Tier 1,F&B
2313379,L_61292470481,61292470481,Sidewalk Cafe & Bar,NSW,sydney,14 Bennelong Point Sydney NSW 2000,F&B,Dine-in Restaurant,Cafe,False,61292470481,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,5,10,85.0,Tier 1,F&B
2313384,L_61292472862,61292472862,Splendid Sandwiches,NSW,sydney,110 Kent St Sydney NSW 2000,F&B,Dine-in Restaurant,Restaurants,False,61292472862,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,5,10,85.0,Tier 1,F&B
2313392,L_61292510077,61292510077,Mca Cafe,NSW,sydney,140 George St Sydney NSW 2000,F&B,Dine-in Restaurant,Restaurants,False,61292510077,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,5,10,85.0,Tier 1,F&B
2313386,L_61292473366,61292473366,Euro Caffe,NSW,sydney,Shp29/ 1 O Sydney NSW 2000,F&B,Dine-in Restaurant,Cafe,False,61292473366,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,5,10,85.0,Tier 1,F&B
2313389,L_61292476044,61292476044,Bambu,NSW,sydney,"Bay 4, Overseas Passenger Terminal , Circular Quay, West Sydney Sydney NSW 2000",F&B,Dine-in Restaurant,Restaurants,False,61292476044,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,5,10,85.0,Tier 1,F&B
2313387,L_61292473402,61292473402,Aapc Restaurants Pty Ltd,NSW,sydney,Australia Square Sydney  NSW  2000,F&B,Dine-in Restaurant,Restaurant,False,61292473402,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,5,10,85.0,Tier 1,F&B
2313410,L_61292527547,61292527547,Pacific Opera,NSW,sydney,9 Young St Sydney NSW 2000,F&B,Dine-in Restaurant,Restaurants,False,61292527547,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,5,10,85.0,Tier 1,F&B
2313408,L_61292524770,61292524770,Marmaris Mediterranean Foods,NSW,sydney,225 George Street Sydney  NSW  2000,F&B,Others,Food,False,61292524770,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,5,10,85.0,Tier 1,F&B
2313419,L_61292610292,61292610292,Wagamama,NSW,sydney,"Level 1, 500 George St Sydney  NSW  2000",F&B,Dine-in Restaurant,Restaurant,False,61292610292,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,5,10,85.0,Tier 1,F&B
2313404,L_61292521115,61292521115,Cappapino'S Cafe,NSW,sydney,U2/ 139 Macquarie St Sydney NSW 2000,F&B,Dine-in Restaurant,Cafe,False,61292521115,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,5,10,85.0,Tier 1,F&B
2313417,L_61292565171,61292565171,George Street Bar The (Gsb),NSW,sydney,199 George St Sydney NSW 2000,F&B,Dine-in Restaurant,Restaurants,False,61292565171,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,5,10,85.0,Tier 1,F&B
2313407,L_61292524726,61292524726,Barramundi,NSW,sydney,Lang St Sydney NSW 2000,F&B,Dine-in Restaurant,Restaurants,False,61292524726,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,5,10,85.0,Tier 1,F&B
2313405,L_61292522016,61292522016,Headlines Coffee Shop,NSW,sydney,Alfred St Sydney NSW 2000,F&B,Dine-in Restaurant,Cafe,False,61292522016,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,5,10,85.0,Tier 1,F&B
2313401,L_61292518747,61292518747,Caminetto Italian Restaurant,NSW,the rocks,13- 17 Playfair St The Rocks  NSW  2000,F&B,Dine-in Restaurant,Restaurant,False,61292518747,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,1,10,81.0,Tier 1,F&B
2313412,L_61292529815,61292529815,Bread Spread,NSW,sydney,Shop T5 Westpac Plaza 60 Margaret St Sydney NSW 2000,F&B,Dine-in Restaurant,Cafe,False,61292529815,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,5,10,85.0,Tier 1,F&B
2313429,L_61292613799,61292613799,Cafe Downing,NSW,liverpool,143 Liverpool St Sydney NSW 2000,F&B,Dine-in Restaurant,Cafe,False,61292613799,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,1,10,81.0,Tier 1,F&B
2313422,L_61292612299,61292612299,Accord Pacific Vineyards Pty Ltd,NSW,sydney,1 Dixon St Sydney NSW 2000,F&B,Bar / Pub / Nightlife,Wineries and Vineyards,False,61292612299,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,5,10,85.0,Tier 1,F&B
2313426,L_61292612990,61292612990,Capitan Torres Spanish Restaurant,NSW,liverpool,73 Liverpool St Sydney  NSW  2000,F&B,Dine-in Restaurant,Restaurant,False,61292612990,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,1,10,81.0,Tier 1,F&B
2313430,L_61292614206,61292614206,Original Peking V I P Restaurant The,NSW,sydney,147 Castlereagh Street Sydney  NSW  2000,F&B,Dine-in Restaurant,Restaurant,False,61292614206,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,5,10,85.0,Tier 1,F&B
2313428,L_61292613380,61292613380,Signature Espresso,NSW,sydney,Shp 8/ 201 Sussex St Sydney NSW 2000,F&B,Dine-in Restaurant,Cafe,False,61292613380,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,5,10,85.0,Tier 1,F&B
2274255,L_61297982577,+61 2 9798 2577,Golden Life Nature Product Aust Pty Ltd,NSW,ashfield,"24 Hercules St, Ashfield NSW 2131, Australia",Beauty & Wellness,Others,Health,False,61297982577,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,15,10,86.0,Tier 1,Beauty & Wellness
2313439,L_61292622756,61292622756,363 Loby Cafe,NSW,sydney,363 George St Sydney NSW 2000,F&B,Dine-in Restaurant,Cafe,False,61292622756,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,5,10,85.0,Tier 1,F&B
2313440,L_61292622936,61292622936,Delifrance Australia Pty Ltd,NSW,sydney,395 George Street Sydney  NSW  2000,F&B,Dine-in Restaurant,Restaurant,False,61292622936,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,5,10,85.0,Tier 1,F&B
2313451,L_61292627007,61292627007,Spicy Panda,NSW,sydney,Level 1/ 8 Dixon Rd Sydney NSW 2000,F&B,Dine-in Restaurant,Restaurants,False,61292627007,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,5,10,85.0,Tier 1,F&B
2313441,L_61292623277,61292623277,Le Pub,NSW,sydney,66 King St Sydney NSW 2000,F&B,Dine-in Restaurant,Restaurants,False,61292623277,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,5,10,85.0,Tier 1,F&B
2274262,L_61479052813,+61 479 052 813,Crave Cola,NSW,auburn,"8 George Young St, Auburn NSW 2144, Australia",Others,Others,Beverage distributor,False,61479052813,mobile,1.0,1,Level 3,30,True,True,True,False,NSW,10,40,35.0,10,10,95.0,Tier 1,F&B
2274274,L_61404899396,+61 404 899 396,Sydney Projector Hire,NSW,auburn,"5 Percy St, Auburn NSW 2144, Australia",Retail,Electronics & Appliances,Audio Visual Equipment Hire Service,False,61404899396,mobile,1.0,1,Level 3,30,True,True,True,False,NSW,10,40,26.0,10,10,86.0,Tier 1,Retail
2313431,L_61292614453,61292614453,Caffe Alto,NSW,sydney,432 Kent St Sydney NSW 2000,F&B,Dine-in Restaurant,Cafe,False,61292614453,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,5,10,85.0,Tier 1,F&B
2313438,L_61292621956,61292621956,Settlement Bar The,NSW,sydney,251 Kent St Sydney NSW 2000,F&B,Dine-in Restaurant,Restaurants,False,61292621956,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,5,10,85.0,Tier 1,F&B
2313452,L_61292627400,61292627400,Haru Fusion Soju Lounge,NSW,sydney,262 Castlereagh St Sydney NSW 2000,F&B,Dine-in Restaurant,Restaurants,False,61292627400,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,5,10,85.0,Tier 1,F&B
2313483,L_61292648226,61292648226,Mary'S,NSW,sydney,154 Castlereagh Street 2000 Sydney,F&B,Quick-Service / Takeaway,Fast Food,False,61292648226,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,5,10,85.0,Tier 1,F&B
2313465,L_61292642756,61292642756,Wei'S International Pty Ltd,NSW,sydney,378 Sussex St Sydney NSW 2000,F&B,Dine-in Restaurant,Restaurants,False,61292642756,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,5,10,85.0,Tier 1,F&B
2313464,L_61292642229,61292642229,Uno Expresso Cafe,NSW,sydney,Shp2/ 60 Park St Sydney NSW 2000,F&B,Dine-in Restaurant,Cafe,False,61292642229,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,5,10,85.0,Tier 1,F&B
2313474,L_61292645277,61292645277,Cafe Nehos,NSW,sydney,60a Druitt St Sydney NSW 2000,F&B,Dine-in Restaurant,Cafe,False,61292645277,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,5,10,85.0,Tier 1,F&B
2274291,L_61419432250,+61 419 432 250,Yeni Vatan Turkish Newspaper,NSW,auburn,"33 Gelibolu Parade, Auburn NSW 2144, Australia",Others,Others,Newspaper publisher,False,61419432250,mobile,1.0,1,Level 3,30,True,True,True,False,NSW,10,40,35.0,10,10,95.0,Tier 1,F&B
2274296,L_61297494444,+61 2 9749 4444,Westside Hearing And Balance Clinic,NSW,auburn,"28 Mary St, Auburn NSW 2144, Australia",Retail,Others,Hearing aid store,False,61297494444,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,10,10,81.0,Tier 1,Retail
2313475,L_61292645841,61292645841,Mamma'S Kitchen,NSW,liverpool,57 Liverpool St Sydney NSW 2000,F&B,Dine-in Restaurant,Restaurants,False,61292645841,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,1,10,81.0,Tier 1,F&B
2313477,L_61292646401,61292646401,Woolfe'S Take Away,NSW,liverpool,116 Liverpool Street Sydney  NSW  2000,F&B,Dine-in Restaurant,Restaurant,False,61292646401,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,1,10,81.0,Tier 1,F&B
2313457,L_61292629080,61292629080,Mirchi Indian,NSW,sydney,Shp 29 680 George St Sydney NSW 2000,F&B,Dine-in Restaurant,Restaurants,False,61292629080,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,5,10,85.0,Tier 1,F&B
2313461,L_61292640930,61292640930,Ichigo Ichie,NSW,sydney,8 Central St Sydney NSW 2000,F&B,Dine-in Restaurant,Restaurants,False,61292640930,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,5,10,85.0,Tier 1,F&B
2313467,L_61292644111,61292644111,Paradiso Cafes,NSW,sydney,300 Pitt Street Sydney  NSW  2000,F&B,Dine-in Restaurant,cafe,False,61292644111,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,5,10,85.0,Tier 1,F&B
2313472,L_61292645200,61292645200,Nature'S Hive Pty Ltd,NSW,sydney,"Shop 10, 324 Pitt St Sydney NSW 2000",F&B,Others,"Wholesale Health Food, Health Products, Manufacturers",False,61292645200,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,5,10,85.0,Tier 1,F&B
2313507,L_61292675577,61292675577,Euro Espresso Bar,NSW,sydney,Shp3/ 310 Pitt St Sydney NSW 2000,F&B,Dine-in Restaurant,Cafe,False,61292675577,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,5,10,85.0,Tier 1,F&B
2313496,L_61292663112,61292663112,Mezz Restaurant At The Hotel Coronation,NSW,sydney,7 Park St Sydney NSW 2000,F&B,Dine-in Restaurant,Restaurants,False,61292663112,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,5,10,85.0,Tier 1,F&B
2313493,L_61292660055,61292660055,New Image International,NSW,sydney,G Sydney NSW 2000,F&B,Dine-in Restaurant,Cafe,False,61292660055,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,5,10,85.0,Tier 1,F&B
2313499,L_61292671577,61292671577,Namtip Thai Restaurant Karaoke Club,NSW,sydney,Shop M3 580 George Street Sydney  NSW  2000,F&B,Dine-in Restaurant,Restaurant,False,61292671577,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,5,10,85.0,Tier 1,F&B
2313504,L_61292675148,61292675148,Hotel Coronation,NSW,sydney,5-7 Park St Sydney  NSW  2000,F&B,Dine-in Restaurant,Restaurant,False,61292675148,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,5,10,85.0,Tier 1,F&B
2313513,L_61292678286,61292678286,Cafe Americana,NSW,sydney,Queen Victoria Building Sydney  NSW  2000,F&B,Dine-in Restaurant,cafe,False,61292678286,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,5,10,85.0,Tier 1,F&B
2313491,L_61292652500,61292652500,Taylor & Scott,NSW,sydney,Pitt Street 2000 Sydney,F&B,Dine-in Restaurant,Restaurant,False,61292652500,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,5,10,85.0,Tier 1,F&B
2313509,L_61292675960,61292675960,Mama Maria Bistro,NSW,sydney,249 Castlereagh Street Sydney  NSW  2000,F&B,Dine-in Restaurant,Restaurant,False,61292675960,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,5,10,85.0,Tier 1,F&B
2313490,L_61292649826,61292649826,Diethnes Greek Restaurant,NSW,sydney,336 Pitt St Sydney NSW 2000,F&B,Dine-in Restaurant,Restaurants,False,61292649826,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,5,10,85.0,Tier 1,F&B
2313492,L_61292657100,61292657100,Regent Seven Seas Cruises,NSW,sydney,179 Elizabeth St Sydney NSW 2000,F&B,Dine-in Restaurant,Restaurants,False,61292657100,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,5,10,85.0,Tier 1,F&B
2313508,L_61292675878,61292675878,Umami,NSW,sydney,73 Bathurst St Sydney NSW 2000,F&B,Dine-in Restaurant,Restaurants,False,61292675878,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,5,10,85.0,Tier 1,F&B
2313487,L_61292648986,61292648986,Petit Espresso,NSW,sydney,QVB Shp11/ George St Sydney NSW 2000,F&B,Dine-in Restaurant,Cafe,False,61292648986,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,5,10,85.0,Tier 1,F&B
2313485,L_61292648751,61292648751,Hyde Park Cafe,NSW,liverpool,Museum Station (Cnr Liverpool St) Sydney NSW 2000,F&B,Dine-in Restaurant,Cafe,False,61292648751,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,1,10,81.0,Tier 1,F&B
2313503,L_61292674150,61292674150,Omni Cafe,NSW,sydney,125 Bathurst Street Sydney  NSW  2000,F&B,Dine-in Restaurant,cafe,False,61292674150,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,5,10,85.0,Tier 1,F&B
2313529,L_61292690399,61292690399,Obaltan Restaurant,NSW,sydney,363 Pitt St Sydney NSW 2000,F&B,Dine-in Restaurant,Restaurants,False,61292690399,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,5,10,85.0,Tier 1,F&B
2313533,L_61292731235,61292731235,Cafe Trim,NSW,sydney,Macquarie St Sydney NSW 2000,F&B,Dine-in Restaurant,Cafe,False,61292731235,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,5,10,85.0,Tier 1,F&B
2313519,L_61292679382,61292679382,Meetfresh Australia Pty Ltd,NSW,sydney,The Summit Shp 351/ 569 George St Sydney NSW 2000,F&B,Dine-in Restaurant,Cafe,False,61292679382,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,5,10,85.0,Tier 1,F&B
2313521,L_61292679989,61292679989,Tom N Tom'S Coffee,NSW,sydney,97 Bathurst St Sydney NSW 2000,F&B,Dine-in Restaurant,Cafe,False,61292679989,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,5,10,85.0,Tier 1,F&B
2313520,L_61292679674,61292679674,Kofoo Sussex Pty Ltd,NSW,sydney,345b Sussex St Sydney NSW 2000,F&B,Dine-in Restaurant,Restaurants,False,61292679674,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,5,10,85.0,Tier 1,F&B
2313514,L_61292678440,61292678440,Spanish Club The,NSW,liverpool,88 Liverpool St Sydney NSW 2000,F&B,Dine-in Restaurant,Restaurants,False,61292678440,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,1,10,81.0,Tier 1,F&B
2313527,L_61292690059,61292690059,Cafe La Rosa,NSW,liverpool,3/ 117 Liverpool St Sydney NSW 2000,F&B,Dine-in Restaurant,Restaurants,False,61292690059,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,1,10,81.0,Tier 1,F&B
2313525,L_61292683000,61292683000,Clubsnsw Ip Holdings,NSW,sydney,51 Druitt Street 2000 Sydney,F&B,Dine-in Restaurant,Restaurant,False,61292683000,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,35.0,5,10,85.0,Tier 1,F&B
